,counter,col_selection,HISTORY,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,CONV_ACTIVATION,CONV2,POOL_SIZE1,CONV_POOL2,STEP_FACTOR,OPEN_END,DEPTH,LSTM1,LSTM_ACTIVATION,DROPOUT,DENSE_UNITS,ACTIVATION2,OPTIMIZER,mse,mae,mre_3,mre_5,mre_10,train_samples,test_samples,train_time
54,54,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",3,16,3,same,1,relu,False,3,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.008312836681637716,0.046068857555413185,0.030027818901951026,0.03539637613934518,0.03940383482720099,4586,2654,397.42
55,55,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,16,3,same,1,relu,False,3,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.009017025238621414,0.04882271683118809,0.03205187968896341,0.03789955526762946,0.04235348645373202,4732,2679,419.1
56,56,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,16,3,same,1,relu,False,3,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.007650623250809906,0.044640185950835264,0.02878561983836961,0.033678895699724785,0.037073448878221775,4729,2677,406.89
57,57,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,16,3,same,1,relu,False,3,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.007690526812187832,0.04499588414424248,0.029074216534621052,0.03403276173108598,0.03742020906676461,4719,2677,419.45
58,58,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",3,16,3,same,1,relu,False,3,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.009110092145934261,0.05168055313520088,0.03303184676706497,0.03857603040926839,0.042193951379335036,2338,1654,225.6
59,59,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,16,3,same,1,relu,False,3,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.010211464622484135,0.05921256112906014,0.03934483902249738,0.04656803172951189,0.051942494887294535,4841,2684,421.34
60,60,[],5,16,3,same,1,relu,False,3,True,121,False,1,50,relu,0.2,100,relu,0.001,0.008513116428633852,0.046897855180410467,0.03087697492204936,0.03659915189021762,0.04085342725982424,4714,2677,526.5
61,61,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,16,3,same,1,relu,False,3,True,121,False,1,50,relu,0.2,100,relu,0.001,0.008705243285849904,0.0505992338145803,0.03232611654189482,0.037830657935616435,0.040950651139190344,2263,1586,281.98
62,62,"['DR_REGENM_10', 'RI_REGENM_10']",5,16,3,same,1,relu,False,3,True,121,False,1,50,relu,0.2,100,relu,0.001,0.008244698352943666,0.04540833381491831,0.0297674290497887,0.03523226273178569,0.03924267726563944,4611,2667,524.71
63,63,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,16,3,same,1,relu,False,3,True,121,False,1,50,relu,0.2,100,relu,0.001,0.009200641089813416,0.05163985067176605,0.03400211335281558,0.04020749010190015,0.04470034084920586,4598,2504,529.11
