counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,DENSE_UNITS,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
934,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,2,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.01714428,0.081763475,486,318,74.98
935,[],3,1,3,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017578584,0.08405904,510,321,75.63
936,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017621123,0.083975302,510,321,76.32
937,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017293329,0.084037249,490,318,75.01
938,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017296487,0.083379761,489,318,74.16
939,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.016738347,0.08074109,486,318,74.9
940,[],3,1,4,haar,32,2,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017889276,0.085308162,510,321,102.58
941,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,2,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.01753601,0.082984743,510,321,97.2
942,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,2,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017434777,0.085080394,490,318,94.26
943,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,2,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017206785,0.083212418,489,318,92.81
944,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,2,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.016936576,0.082708805,486,318,93.05
945,[],3,1,4,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017914304,0.085899804,510,321,94.57
946,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017565727,0.084840761,510,321,95.9
947,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017911236,0.087678198,490,318,93.15
948,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017146374,0.082965462,489,318,92.76
949,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,2,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017016682,0.082413898,486,318,102.2
950,[],3,1,0,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.018266719,0.087804227,510,321,19.31
951,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017782212,0.08389858,510,321,20.73
952,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017857383,0.085554422,490,318,20.8
953,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.018561228,0.09029052,489,318,19.11
954,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017326113,0.083810797,486,318,21.05
955,[],3,1,0,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017676013,0.084165866,510,321,19.6
956,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017519885,0.083761493,510,321,21
957,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.018047096,0.086968329,490,318,20.33
958,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017604296,0.085196423,489,318,19.03
959,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.0174165,0.084285168,486,318,20.67
960,[],3,1,1,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017827366,0.085286862,510,321,38.35
961,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017671055,0.085588375,510,321,39.96
962,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017740568,0.086027536,490,318,38.93
963,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017618155,0.084993858,489,318,36.7
964,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017181146,0.08270413,486,318,39.04
965,[],3,1,1,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.018419333,0.088955286,510,321,37.75
966,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017457882,0.084774146,510,321,39.51
967,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017712115,0.085677897,490,318,38.67
968,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017642822,0.0853104,489,318,37.16
969,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.016978343,0.081680343,486,318,39.39
970,[],3,1,2,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017812622,0.085607569,510,321,56.78
971,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017626806,0.083996333,510,321,57.69
972,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017742668,0.085831606,490,318,56.21
973,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017721288,0.084447647,489,318,54.74
974,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.016889117,0.082755765,486,318,65.23
975,[],3,1,2,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017924416,0.086120853,510,321,58.2
976,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.01767617,0.084714282,510,321,58.22
977,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017372714,0.083226537,490,318,56.97
978,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017338913,0.083350379,489,318,55.84
979,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017016776,0.082941202,486,318,57.3
980,[],3,1,3,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017696934,0.085126726,510,321,75.84
981,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017422261,0.083710644,510,321,76.29
982,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017636869,0.084826801,490,318,75.15
983,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017436268,0.083735854,489,318,73.62
984,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017013785,0.082335865,486,318,75.22
985,[],3,1,3,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017781247,0.084821206,510,321,75.47
986,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.0176672,0.084300556,510,321,76.2
987,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.01784075,0.085623708,490,318,82.98
988,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017421094,0.083569465,489,318,75.14
989,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.01728494,0.083391857,486,318,76.16
990,[],3,1,4,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.01799564,0.085682114,510,321,95.73
991,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017609067,0.08577744,510,321,96.76
992,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017881365,0.086788304,490,318,94.03
993,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017260042,0.083886755,489,318,92.94
994,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017112334,0.084067158,486,318,94.32
995,[],3,1,4,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017840972,0.085298448,510,321,95.02
996,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017573862,0.085820761,510,321,96.3
997,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017578702,0.086186365,490,318,103.51
998,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017078542,0.082722477,489,318,94.5
999,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017025826,0.082051858,486,318,95.17
1000,[],3,1,0,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.018481004,0.089837969,510,321,19.32
1001,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017787179,0.084293574,510,321,20.95
1002,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017825464,0.082318238,490,318,20.52
1003,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017763665,0.085894645,489,318,19.03
1004,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017575168,0.082034724,486,318,20.92
1005,[],3,1,0,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.018201831,0.08543281,510,321,19.79
1006,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.01757028,0.084199419,510,321,20.92
1007,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017824987,0.08477376,490,318,20.31
1008,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017997623,0.084687379,489,318,19.12
1009,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017353373,0.082562633,486,318,20.73
1010,[],3,1,1,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.018054593,0.086260932,510,321,37.74
1011,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017517574,0.083535713,510,321,40.03
1012,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017741215,0.08628872,490,318,39.29
1013,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017802431,0.084049769,489,318,37.26
1014,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.01732089,0.082279758,486,318,39.62
1015,[],3,1,1,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017822264,0.085973391,510,321,37.99
1016,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.01757839,0.08536018,510,321,39.91
1017,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017633234,0.083816012,490,318,39.22
1018,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017912117,0.084236094,489,318,37.3
1019,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,tanh,FALSE,3,FALSE,60,0.2,relu,Adam,0.017095948,0.082523198,486,318,39.66
1020,[],3,1,2,haar,32,4,same,1,tanh,FALSE,2,FALSE,60,0.2,relu,Adam,0.017807788,0.085023013,510,321,65.47
