counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,DENSE_UNITS,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
235,[],3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017877088,0.08483263,510,321,71.64
236,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017750562,0.085594853,510,321,72.13
237,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017785373,0.086528601,490,318,69.7
238,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017210337,0.083158361,489,318,69.14
239,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.016812788,0.080974233,486,318,70.62
240,[],3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.018254343,0.087471932,510,321,88.16
241,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017933421,0.089241997,510,321,93.53
242,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017624616,0.086781249,490,318,88.44
243,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017247085,0.083345158,489,318,86.24
244,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017108352,0.083439789,486,318,87.62
245,[],3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.018242178,0.087680013,510,321,88.44
246,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017510769,0.08598404,510,321,90.71
247,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017852897,0.087690886,490,318,91.89
248,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.01727895,0.083291441,489,318,87.66
249,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.01684821,0.083734495,486,318,88.82
250,[],3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017884543,0.084967785,510,321,18.2
251,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017613329,0.08326658,510,321,19.74
252,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017380099,0.083080673,490,318,19.39
253,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017288042,0.083130131,489,318,17.89
254,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017506874,0.083662223,486,318,19.63
255,[],3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.01774476,0.084792731,510,321,17.76
256,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.018139911,0.083906601,510,321,19.57
257,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017405444,0.083851752,490,318,19.2
258,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017274103,0.08278442,489,318,17.66
259,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.016907692,0.080833321,486,318,19.53
260,[],3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017683134,0.084800037,510,321,35.87
261,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.01770371,0.085783522,510,321,37.61
262,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017337144,0.084620944,490,318,37.36
263,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017192749,0.083001924,489,318,38.45
264,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.016731208,0.081212063,486,318,38.16
265,[],3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017666373,0.084272998,510,321,36.17
266,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017562512,0.084501427,510,321,38.31
267,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017364907,0.083520108,490,318,38.04
268,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017065497,0.082755852,489,318,35.67
269,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017003473,0.082603783,486,318,37.56
270,[],3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017768997,0.085035722,510,321,54.16
271,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.01762728,0.082286127,510,321,54.92
272,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017430729,0.083642746,490,318,54.03
273,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017222473,0.082873895,489,318,52.13
274,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.016723103,0.082190421,486,318,54.21
275,[],3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017796113,0.085280674,510,321,56.97
276,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017582294,0.084563279,510,321,55.89
277,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.016933791,0.083717367,490,318,54.27
278,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017100692,0.081937824,489,318,53.12
279,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.016638099,0.080953632,486,318,54.69
280,[],3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.018130413,0.085805481,510,321,71.93
281,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017892608,0.088630753,510,321,73.19
282,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017671968,0.085967474,490,318,71.55
283,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017325908,0.084028137,489,318,69.88
284,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.016736929,0.080566583,486,318,75.73
285,[],3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.01799509,0.085451185,510,321,73.11
286,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.018117719,0.084487725,510,321,74.52
287,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017540181,0.085986501,490,318,71.97
288,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017347822,0.083329827,489,318,70.49
289,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.016890614,0.082450681,486,318,72.17
290,[],3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.018162947,0.087762887,510,321,90.64
291,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017537183,0.084676261,510,321,95.24
292,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017631598,0.086373246,490,318,91.57
293,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017337361,0.083911539,489,318,89
294,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.016838601,0.082940549,486,318,90.87
295,[],3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.018236624,0.088339268,510,321,90.94
296,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.01766156,0.086077718,510,321,92.18
297,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017650029,0.08677412,490,318,90.03
298,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017275133,0.08371737,489,318,92.58
299,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.016840894,0.083510495,486,318,91.47
300,[],3,1,0,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.01821754,0.089225404,510,321,17.28
301,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.018316409,0.087511539,510,321,18.25
302,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.018710022,0.087863928,490,318,17.9
303,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.017867723,0.089115725,489,318,16.65
304,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.018253116,0.089268384,486,318,18.21
305,[],3,1,0,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.01814896,0.088552343,510,321,17.01
306,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.017680682,0.083912917,510,321,17.93
307,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.018168931,0.088218878,490,318,17.58
308,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.01761644,0.085920259,489,318,16.2
309,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.017485387,0.084808422,486,318,17.94
310,[],3,1,1,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.01770976,0.086315488,510,321,33
311,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.017912293,0.085262259,510,321,34.65
312,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.017494761,0.084393924,490,318,33.89
313,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.017462875,0.086592722,489,318,32.09
314,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.017052113,0.083647507,486,318,34.19
315,[],3,1,1,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.017572362,0.083890491,510,321,33.29
316,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.017541211,0.085003513,510,321,34.98
317,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.017723545,0.086130841,490,318,33.88
318,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.017334081,0.085180981,489,318,35.76
319,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,relu,FALSE,3,FALSE,60,0.2,relu,Adam,0.017205195,0.083139645,486,318,34.98
320,[],3,1,2,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.017559367,0.083976448,510,321,50.37
321,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.017617781,0.086414831,510,321,50.97
322,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,2,same,1,relu,FALSE,2,FALSE,60,0.2,relu,Adam,0.017468146,0.084919605,490,318,49.73
