,counter,col_selection,HISTORY,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,CONV_ACTIVATION,CONV2,POOL_SIZE1,CONV_POOL2,STEP_FACTOR,OPEN_END,DEPTH,LSTM1,LSTM_ACTIVATION,DROPOUT,DENSE_UNITS,ACTIVATION2,OPTIMIZER,mse,mae,mre_3,mre_5,mre_10,train_samples,test_samples,train_time
71,71,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008911257998312948,0.05009555099955887,0.03203841676981022,0.03767294906731685,0.040871780542565406,2263,1586,151.35
72,72,[],5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009430600078565814,0.051428227300174045,0.033575774967493914,0.03964826708584784,0.04367591851063688,4714,2677,251.52
73,73,"['DR_REGENM_10', 'RI_REGENM_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00906460117026653,0.0509007628468629,0.03322974157673641,0.03915521773048705,0.04324705484704853,4611,2667,251.22
74,74,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.010850164206113087,0.05436601470158218,0.03574594055482112,0.0422647189663839,0.04673356333846293,4598,2504,262.25
75,75,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008794594727783808,0.04953933787085795,0.032112221965615424,0.037742433454756835,0.041499453163232176,4444,2645,253.6
76,76,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009280642279377943,0.05233200515732843,0.03412832623892621,0.04022340448955478,0.044341828451233065,4601,2671,273.01
77,77,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008180201091509652,0.04738676817634398,0.030608996313676265,0.03582062534671809,0.039196076194288706,4599,2668,258.86
78,78,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008204625648686584,0.047964400301210464,0.031027536916730464,0.03636720920033467,0.039790888257129835,4588,2668,278.35
79,79,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009466664996891201,0.05209729666960273,0.03335472057033456,0.03914140926341924,0.04250501410546609,2263,1586,143.07
80,80,[],5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008440085398606694,0.04652210608329961,0.030319954009274536,0.03581899528474525,0.03962337228518765,4714,2677,271.32
81,81,"['DR_REGENM_10', 'RI_REGENM_10']",5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.00847534431557604,0.0477689454012626,0.03118076206341231,0.03679702092045202,0.040786112445616404,4611,2667,269.78
82,82,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.00869191952132685,0.04829511400750451,0.031436140671596724,0.03708256336000118,0.04097712525543284,4598,2504,279.59
83,83,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008191784765883663,0.046061544887894545,0.029977755198539673,0.03529292228292917,0.03902450240838325,4444,2645,272.69
84,84,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008830039281327744,0.04907950224775307,0.03207937445200209,0.03792288608164492,0.04191251786270833,4601,2671,293.45
85,85,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007146578454752958,0.042094411379368174,0.027056655679764993,0.03169331525053942,0.03471799633283722,4599,2668,276.87
86,86,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007547916248432561,0.04401011383214204,0.028296330962794793,0.03321872527494842,0.036240030354283026,4588,2668,304.87
87,87,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008492681200358843,0.04862986248686337,0.030891389061330567,0.03605208282986811,0.03899003019473508,2263,1586,152.81
88,88,[],5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008694399956990614,0.0477573091571884,0.030955978752100655,0.03648694290895898,0.040245052519810254,4714,2677,253.53
89,89,"['DR_REGENM_10', 'RI_REGENM_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008792183932123387,0.04866813033297811,0.031566980775529725,0.03715877421848817,0.04088311255444934,4611,2667,249.16
90,90,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009655664245691318,0.052867225852121544,0.03441146090334659,0.04055800509966486,0.04471955046817642,4598,2504,262.57
91,91,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008930940798051644,0.04802648060630283,0.03112116558844252,0.03665214058770742,0.04040899170778335,4444,2645,253.52
92,92,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009120928808494766,0.05070535137827717,0.03294254417649075,0.038827549926654575,0.04273374367896051,4601,2671,273.77
93,93,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007744623701008237,0.044711081956100365,0.02867873874162198,0.03353005933102396,0.036584378360415705,4599,2668,263.87
94,94,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008050608910926512,0.046475088553289176,0.029913117409100316,0.03507755158849137,0.038322056628106005,4588,2668,281.59
95,95,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009063554914186096,0.050659861811896856,0.03228111519640983,0.03772534988755607,0.040791628256939126,2263,1586,142.01
96,96,[],5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008671838906133898,0.05013581243868087,0.032857331683947895,0.03898367882576882,0.043381060119828334,4714,2677,272.79
97,97,"['DR_REGENM_10', 'RI_REGENM_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008613016691182133,0.04857045950516953,0.031806810120915026,0.03751816376986412,0.04167871013713192,4611,2667,274.34
98,98,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009563341603258509,0.051294310035514316,0.033644065028623306,0.039748125704214765,0.04382937604479327,4598,2504,280.76
99,99,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009000931644055599,0.049230079732033694,0.03241188733339387,0.038260412893646456,0.04247766827302638,4444,2645,270.93
100,100,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008707870851380556,0.047982266578587306,0.031511873981931796,0.0372399330327149,0.04133968802284944,4601,2671,290.84
101,101,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.007493341248852894,0.045392037703308324,0.02919463939204651,0.0342332484740411,0.037398298005083874,4599,2668,277.66
102,102,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.007581818402838609,0.04442358998928078,0.028715584009023482,0.033747145078505715,0.036997382772565396,4588,2668,302.03
103,103,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008689466012165293,0.04924091124049275,0.03132393866499823,0.03680828831168596,0.039860307194952205,2263,1586,151.36
104,104,[],5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008780018913899833,0.04753628678499158,0.031244011123168068,0.03686615134741151,0.0408406443666907,4714,2677,251.76
105,105,"['DR_REGENM_10', 'RI_REGENM_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008494815372078062,0.04862307339868524,0.03164559556273033,0.0372613042007976,0.04120086367549416,4611,2667,252.51
106,106,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009268536329780816,0.050930061003508914,0.03338798018920261,0.03945900646363679,0.043911457082250326,4598,2504,257.56
107,107,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008560314909065645,0.0489639970701273,0.03186484883435447,0.037473275183001066,0.04134160878205586,4444,2645,252.72
108,108,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008358859956241981,0.0474746173311702,0.030925389366816623,0.03653122962200858,0.040409757147547916,4601,2671,276.05
109,109,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00756924643232822,0.04428594587597863,0.028578023230238746,0.03346991890930039,0.03677882949194424,4599,2668,261.17
110,110,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00775902742678928,0.045768613665141206,0.02960834223279464,0.034736084776609034,0.03809130749722198,4588,2668,279.53
111,111,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009239057773283904,0.05214778215210596,0.03323844285327305,0.03898049137029305,0.04202777288847116,2263,1586,140.48
112,112,[],5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008616500283907556,0.0472625170620411,0.03085942793325641,0.03644560785662022,0.0404077203342915,4714,2677,270.63
113,113,"['DR_REGENM_10', 'RI_REGENM_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008342683738462045,0.046560520171726724,0.030392090795903843,0.035895153824563424,0.03975390045595305,4611,2667,271.66
114,114,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008663136097950531,0.048049568069978496,0.031239496135713262,0.03682175881702317,0.04061358244386943,4598,2504,279.27
115,115,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008194146849566026,0.044443795287372814,0.02893718823211303,0.034109820323524484,0.03765372060972223,4444,2645,270.89
116,116,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008935770575082332,0.04867918918498993,0.031908005336175965,0.03771066741881799,0.04178344296681859,4601,2671,291.14
117,117,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007170246013158389,0.04160858625580733,0.02671739727285108,0.031294548473311784,0.034256282551208425,4599,2668,280.02
118,118,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007694556052838478,0.04463465871773282,0.02872887004471792,0.03367772714887483,0.03681085228116709,4588,2668,302.96
119,119,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,7,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008687630802543521,0.04982146130298236,0.03168587121113074,0.03702904904934257,0.04006624954686404,2263,1586,152.87
120,120,[],5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008462126548368788,0.04684711479029327,0.03051070780080013,0.035995909792672635,0.039867348231814884,4714,2677,252.11
121,121,"['DR_REGENM_10', 'RI_REGENM_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008517781449082919,0.0475996662626775,0.031029426711918218,0.03654465742716381,0.04042412416553737,4611,2667,254.72
122,122,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009138322781736107,0.050340555628516345,0.03282173675881905,0.038837589071780663,0.04298106869694806,4598,2504,261.24
123,123,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008182526324934446,0.04512152449158029,0.029290130195378607,0.03447792062811245,0.03804331117832997,4444,2645,255.05
124,124,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.00847916198357548,0.047540175297294034,0.03097422554114969,0.03654857674683469,0.04051436073773183,4601,2671,271.97
125,125,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007246769882290288,0.04235441300622871,0.027205689584861442,0.03190076344413328,0.034824203656538835,4599,2668,260.29
126,126,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007633780812064063,0.04469754840209676,0.028726880215190636,0.03370568029237962,0.0368755625795449,4588,2668,282.72
127,127,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,7,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008929548246792525,0.05040875739326529,0.03213279816250872,0.03754448329654649,0.040673714168052315,2263,1586,142.49
128,128,[],7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00883176433764476,0.04964576422903251,0.03260114149342325,0.03868262622961382,0.04287564728938245,4609,2670,301.82
129,129,"['DR_REGENM_10', 'RI_REGENM_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00897268761129884,0.050424632687945656,0.033064998256011606,0.039124168395178134,0.04319006460128472,4500,2658,303.48
130,130,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009764791953508207,0.05382173295248317,0.0353930032010555,0.04190546513455289,0.04642833326133718,4490,2498,310.74
131,131,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00879700992062683,0.047768784387737524,0.03125106443569368,0.036855596251970504,0.04063019225699702,4327,2636,298.07
132,132,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00900126729607494,0.05154441020946405,0.0336598010428195,0.039897918575163435,0.044073559077188094,4494,2663,326.82
133,133,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.007945075191130425,0.044326942721607365,0.02890368228494516,0.03417522288664108,0.03782667377641891,4492,2659,305.48
134,134,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008021174447634713,0.04612453466886819,0.029980254310757338,0.035280739310082895,0.038741384360630446,4480,2659,333.97
135,135,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00900699187136218,0.05336384644654475,0.034089568455866706,0.03978947918464382,0.04326155624322621,2145,1514,165.52
136,136,[],7,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009339175495404077,0.04841291921394754,0.031869883717212194,0.03769889061596361,0.041660406676700755,4609,2670,270.59
137,137,"['DR_REGENM_10', 'RI_REGENM_10']",7,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008996677348894637,0.050398837859649284,0.03310025800440957,0.03911272587733457,0.04333794867380222,4500,2658,275.21
138,138,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",7,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009232463167986468,0.05277357359522873,0.03464836738018027,0.040876588658592644,0.0452332295557718,4490,2498,285.24
139,139,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",7,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00905184862908753,0.04928040665803253,0.032206821271273244,0.03789294282129092,0.04164422308899071,4327,2636,270.7
140,140,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00917753644054559,0.051578874157564,0.03381054120382619,0.04008081528345901,0.04442876873582198,4494,2663,298.96
141,141,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008069132208338145,0.04534604855297476,0.029471852154787297,0.034764798580069436,0.03826702096529562,4492,2659,277.93
142,142,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00829027590352952,0.04766145516967479,0.031083178085141147,0.03670363611541714,0.040408699544354235,4480,2659,303.57
143,143,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",7,64,5,same,1,relu,True,7,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009014452980578935,0.052961283396111086,0.03396797270107771,0.03952510822510599,0.042935702445019236,2145,1514,147.7
144,144,[],7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008637678495908949,0.048478932844336034,0.031663672892632846,0.03742304836584714,0.04119143500908352,4609,2670,297.08
145,145,"['DR_REGENM_10', 'RI_REGENM_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008573836341425348,0.04895200245795965,0.03193047851597822,0.03778603523224177,0.041498872908757437,4500,2658,303.33
146,146,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009379849698114097,0.05307292484780109,0.034587928384426814,0.040721697389421836,0.044735860673871725,4490,2498,317.71
147,147,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008333043302403696,0.04623789940719197,0.030043530323739406,0.035425230051476,0.03887227347286906,4327,2636,300.16
148,148,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009398145575508865,0.05139251699308837,0.03371635983989223,0.039905544580554994,0.04398312245967921,4494,2663,326.86
149,149,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.0075093403238063175,0.04288214100765748,0.02761430001161045,0.0323919717433872,0.035283930923304264,4492,2659,304.88
150,150,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,64,5,same,1,relu,True,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007843146047673059,0.04576985124076358,0.02947819587804638,0.03457560214611815,0.037705889042276154,4480,2659,330.62
