,counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,OPEN_END,DEPTH,LSTM1,ACTIVATION1,DROPOUT,DENSE_UNITS,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
269,269,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01686681057552437,0.08210069916850143,486,318,121.82
270,270,[],3,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01862453014096107,0.09152379133651499,510,321,146.76
271,271,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018272860610813547,0.08806877178466822,510,321,160.65
272,272,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018057898921868053,0.08841547051442382,490,318,148.93
273,273,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01717413413041676,0.08349476774023902,489,318,146.53
274,274,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01710108711436987,0.08513428675775916,486,318,147.22
275,275,[],5,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.017752627459671995,0.08501721330535408,491,309,68.19
276,276,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.018391933056446534,0.08350109158368002,491,309,70.89
277,277,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.017690493572802647,0.08442996367318253,463,304,68.98
278,278,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.01738267992514585,0.0830186532427266,462,304,67.46
279,279,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,1,100,relu,0.2,100,relu,Adam,0.01680500295141666,0.0822488070911874,457,304,69.2
280,280,[],5,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017848103954467214,0.08534630472324904,491,309,89.32
281,281,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01784703013076227,0.0824084927756166,491,309,91.9
282,282,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017437013419674276,0.08396514325824785,463,304,89.66
283,283,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017267749662708193,0.08474543199928866,462,304,87.11
284,284,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016705802827975888,0.08150142457230905,457,304,90.12
285,285,[],5,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017898463358986375,0.08537233275179396,491,309,111.84
286,286,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01803604077840485,0.08612255136837858,491,309,114.23
287,287,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017467930046264075,0.0853240607863359,463,304,111.28
288,288,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017068856686813585,0.08311004478295232,462,304,110.2
289,289,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016875692816126275,0.0831310996935791,457,304,112.84
290,290,[],5,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.0181936253150925,0.08821072511557498,491,309,134.72
291,291,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.018081543070807223,0.0881412157381918,491,309,149.67
292,292,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01788000336768547,0.0873739928060325,463,304,135.67
293,293,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017072790804532757,0.08360239619307999,462,304,133.84
294,294,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017136641886423085,0.08342546498208231,457,304,136.85
295,295,[],5,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018540580523366212,0.09134246493780665,491,309,159.06
296,296,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018614743808515237,0.09024373000219202,491,309,161.64
297,297,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01813765995986127,0.08793619293365099,463,304,157.61
298,298,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017166852786678795,0.08403085943837094,462,304,157.56
299,299,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017423881301912615,0.08681306303068173,457,304,158.53
300,300,[],1,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.02539114039067001,0.11150730130602961,546,333,52.72
301,301,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.01793763476942886,0.08321167191722995,546,333,52.84
302,302,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.01764702568289486,0.08480556865165104,534,332,53.27
303,303,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.01725030438510443,0.08389159499742443,533,332,52.63
304,304,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.016589957357687632,0.08279412036016054,532,332,53.22
305,305,[],1,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.0178152897269067,0.08500524993471642,546,333,87.89
306,306,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.01784688561689521,0.08723759795220651,546,333,87.64
307,307,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.01769067654165014,0.08495759970473804,534,332,98.88
308,308,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.01728136170762834,0.08286657893813412,533,332,89.69
309,309,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.016697510788015357,0.08214532672257549,532,332,89.82
310,310,[],1,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.01784087754316635,0.08643059081531931,546,333,124.44
311,311,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.017675513365068868,0.08573277807951735,546,333,124.35
312,312,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.01822372606592625,0.08629446521998803,534,332,124.21
313,313,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.01710274560748433,0.08363424053524195,533,332,123.09
314,314,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.01663012844303579,0.08041789174864061,532,332,122.71
315,315,[],1,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.018040153014996983,0.08813351453463045,546,333,157.6
316,316,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.01769615435979102,0.08517628941854749,546,333,156.83
317,317,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.018286100575730223,0.0888472803519296,534,332,157.89
318,318,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.017186743122828536,0.08452749728966212,533,332,158.19
319,319,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.017015137538933613,0.08228893567796694,532,332,158.35
320,320,[],1,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.01826380367521417,0.08939904675204584,546,333,208.66
321,321,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.017798355562401395,0.08737557719310302,546,333,194.53
322,322,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.01825735351298846,0.08856296795121507,534,332,195.77
323,323,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.017158325109741614,0.08508219247038386,533,332,196.13
324,324,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.016771603367922067,0.08333224879494032,532,332,194.21
325,325,[],3,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.026703351243746475,0.11616038999290844,510,321,89.94
326,326,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.01800519116688617,0.08666307437063606,510,321,91.93
327,327,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.017815262370533567,0.08290587715019596,490,318,89.61
328,328,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.017276285653525285,0.0831945421122179,489,318,88.84
329,329,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.01676351636457654,0.08158535289304167,486,318,90.06
330,330,[],3,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.023182632765440192,0.10831115687572893,510,321,120.97
331,331,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.01793517821525077,0.08602857243816975,510,321,123.16
332,332,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.01724106042360927,0.0846793103014106,490,318,120.39
333,333,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.01725461962415971,0.0832898962895809,489,318,118.61
334,334,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.017244283589744093,0.08339650996388329,486,318,121.29
335,335,[],3,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.017782770176107902,0.0843885398272328,510,321,171.42
336,336,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.017826472067889957,0.08656300845778221,510,321,160.23
337,337,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.017666873240336493,0.08605617795535736,490,318,155.48
338,338,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.01719756091015865,0.08405799749070712,489,318,153.0
339,339,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,False,2,100,relu,0.2,100,relu,Adam,0.01715184575376675,0.08444498853148241,486,318,154.75
340,340,[],3,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.01824312563515673,0.0882951792879579,510,321,190.5
341,341,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.0178454795095114,0.08641419370565939,510,321,191.89
342,342,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.017667570573109748,0.0857252523458841,490,318,187.74
343,343,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.017307700375261074,0.08452491347308166,489,318,186.4
344,344,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,False,2,100,relu,0.2,100,relu,Adam,0.017041604902904902,0.08476093911838598,486,318,188.03
345,345,[],3,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.01855209998736986,0.09147060032702364,510,321,224.59
346,346,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.01854144541472855,0.09021706393669787,510,321,242.23
347,347,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.01810855189332311,0.08897491933515597,490,318,226.42
348,348,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.01781286358702261,0.08803751787379972,489,318,222.69
349,349,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,2,100,relu,0.2,100,relu,Adam,0.01758118731559477,0.08832652018947248,486,318,223.77
350,350,[],5,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.025643815813032343,0.10999902158241708,491,309,126.11
351,351,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.017888511889217078,0.08450606194826321,491,309,128.8
352,352,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.0173729749948189,0.08464549518495734,463,304,124.64
353,353,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.01749704645774034,0.0834651381255457,462,304,123.36
354,354,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,2,100,relu,0.2,100,relu,Adam,0.01692712810286448,0.08365562292404471,457,304,124.2
355,355,[],5,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.017862801728029516,0.0851899206281095,491,309,155.39
356,356,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.017842612280442587,0.08503981487133386,491,309,157.28
357,357,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.017329443371541846,0.08428703911611868,463,304,152.35
358,358,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,2,100,relu,0.2,100,relu,Adam,0.017245875794202305,0.08360165590622609,462,304,150.32
