,counter,col_selection,HISTORY,STEP_FACTOR,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,CONV_ACTIVATION,CONV2,POOL_SIZE1,CONV_POOL2,LEVEL,WAVELET,OPEN_END,DEPTH,LSTM1,LSTM_ACTIVATION,DROPOUT,DENSE_UNITS,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
253,253,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01705601917289029,0.08144719998501868,489,318,65.9
254,254,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01642150031426718,0.079781987867794,486,318,68.23
255,255,[],3,1,32,3,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01745689716344579,0.08416563435660719,510,321,103.7
256,256,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017741663588814578,0.08674530188341933,510,321,104.28
257,257,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01728270025982124,0.08320914579342345,490,318,102.2
258,258,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017116318010969002,0.0825677463788561,489,318,100.84
259,259,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016593342743585003,0.08139277065397571,486,318,102.26
260,260,[],3,1,32,3,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01742584292104621,0.08368797672852643,510,321,98.99
261,261,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017672901048977247,0.08570564573220801,510,321,111.77
262,262,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01729333175035738,0.08231036664797994,490,318,100.44
263,263,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01719488982581764,0.08324000869805381,489,318,97.77
264,264,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016687502973388352,0.08187526312619679,486,318,100.02
265,265,[],3,1,32,3,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017418089435890308,0.08397112744295476,510,321,97.46
266,266,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017726640258366705,0.08636011319680212,510,321,97.73
267,267,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017281424583692875,0.08156536368191784,490,318,96.25
268,268,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017136838939895867,0.08301604291299663,489,318,94.49
269,269,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01668906414319253,0.08145628968919293,486,318,96.48
270,270,[],3,1,32,3,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017512985710050145,0.08466110715812217,510,321,133.22
271,271,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01787070937343821,0.08554762787849515,510,321,134.04
272,272,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017561916215064553,0.08546146373450823,490,318,132.53
273,273,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017224263077521024,0.08350305972790216,489,318,142.03
274,274,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.016788985574906976,0.08168253823007313,486,318,135.8
275,275,[],3,1,32,3,same,1,relu,True,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.0176370427428877,0.08573273390412772,510,321,131.71
276,276,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01774830873104669,0.08640549995311006,510,321,131.42
277,277,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017157417562468323,0.08381409794867836,490,318,127.97
278,278,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017182941628973866,0.08357004126940662,489,318,127.23
279,279,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01677500809462591,0.08179258222946637,486,318,128.29
280,280,[],3,1,32,3,same,1,relu,True,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01778859884630044,0.08572703896098949,510,321,127.34
281,281,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017757112965647262,0.08641754569227714,510,321,127.44
282,282,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017786159000500495,0.08614668365115312,490,318,125.55
283,283,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01709329484548469,0.08259224687618444,489,318,137.05
284,284,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01667329401123146,0.0811099727074243,486,318,129.51
285,285,[],3,1,32,3,same,1,relu,True,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018074298783697665,0.0876334342145346,510,321,167.47
286,286,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01770728171587104,0.08556588144712188,510,321,167.29
287,287,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017737219163616195,0.08748743827823849,490,318,162.93
288,288,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017231570298819637,0.08398901177232168,489,318,160.85
289,289,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.0168024635606246,0.08317155914155086,486,318,163.09
290,290,[],3,1,32,3,same,1,relu,True,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018166755098137918,0.08808621648757335,510,321,160.98
291,291,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017692165010928462,0.08733516489512025,510,321,171.8
292,292,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017691553645694358,0.08762910597252728,490,318,163.95
293,293,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01726379355268409,0.084537076576796,489,318,160.21
294,294,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017029489742975246,0.08385259276224992,486,318,161.84
295,295,[],3,1,32,3,same,1,relu,True,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018104202732079862,0.0874486665511649,510,321,160.0
296,296,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,3,same,1,relu,True,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017743520472311237,0.08801054803738467,510,321,160.43
297,297,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,3,same,1,relu,True,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01783118714679972,0.08794697329126894,490,318,157.2
298,298,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017248201492234126,0.08387096767034949,489,318,156.4
299,299,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,3,same,1,relu,True,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.016770081498684523,0.08207667299310001,486,318,158.02
300,300,[],3,1,32,4,same,1,relu,True,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017549604748648907,0.08446312867498243,510,321,85.28
301,301,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,4,same,1,relu,True,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017652658056673903,0.0856805321862188,510,321,79.29
302,302,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,4,same,1,relu,True,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017303320152512423,0.08514850110896113,490,318,77.24
303,303,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01708653123090107,0.08207227844492071,489,318,75.48
304,304,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01653213274423259,0.08124356135144108,486,318,76.99
305,305,[],3,1,32,4,same,1,relu,True,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01752325097876054,0.08409917113848722,510,321,72.4
306,306,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,4,same,1,relu,True,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01779566295966603,0.08593883552742229,510,321,73.72
307,307,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,4,same,1,relu,True,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017517641096713887,0.08415322326878899,490,318,72.15
308,308,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017035575972521044,0.08292047901903388,489,318,69.98
309,309,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016643369304684737,0.08070063611245253,486,318,72.21
310,310,[],3,1,32,4,same,1,relu,True,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017443763740100017,0.08340411423390821,510,321,68.86
311,311,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,4,same,1,relu,True,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01766340622660549,0.0843690938636061,510,321,70.77
312,312,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,4,same,1,relu,True,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01751555664068992,0.08427060683466088,490,318,69.27
313,313,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017164094291724333,0.08309085285345352,489,318,67.2
314,314,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01675280208646005,0.07986165018904315,486,318,69.1
315,315,[],3,1,32,4,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017461336864761645,0.08478344599489573,510,321,106.55
316,316,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,4,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017621791921629937,0.08538574925591486,510,321,107.43
317,317,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,4,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01737094223397149,0.0848674260349872,490,318,105.26
318,318,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01719035680404525,0.08363721323021514,489,318,103.72
319,319,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016610829235166012,0.07970785845902907,486,318,105.45
320,320,[],3,1,32,4,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01742533350657012,0.08398677992331757,510,321,114.92
321,321,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,4,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01771603485498264,0.08487979372026686,510,321,105.95
322,322,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,4,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017344645010250997,0.08419113635934154,490,318,102.99
323,323,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01728208095229311,0.08323057744026238,489,318,100.88
324,324,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01661861526923636,0.08133702966941488,486,318,101.47
325,325,[],3,1,32,4,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017416016810152257,0.08360702049645963,510,321,100.48
326,326,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,4,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01773080649967701,0.08656851057603951,510,321,100.81
327,327,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,4,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017427807325744796,0.0839122704522739,490,318,98.75
328,328,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017137461719032996,0.08298532263247244,489,318,97.94
329,329,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016596488219699224,0.08054172121040644,486,318,99.29
330,330,[],3,1,32,4,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017497296227148504,0.0857886857705578,510,321,137.86
331,331,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,32,4,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017872995451037068,0.08802229413506613,510,321,139.09
332,332,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,32,4,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017169155557872125,0.08405882467237145,490,318,135.73
333,333,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,32,4,same,1,relu,True,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017181119079256905,0.08276151923829922,489,318,147.95
