,counter,col_selection,HISTORY,STEP_FACTOR,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,CONV_ACTIVATION,CONV2,POOL_SIZE1,CONV_POOL2,LEVEL,WAVELET,OPEN_END,DEPTH,LSTM1,LSTM_ACTIVATION,DROPOUT,DENSE_UNITS,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
542,542,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017018141089674088,0.08244618666516053,534,332,77.93
543,543,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017147703316167363,0.08177842242104011,533,332,76.84
544,544,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016494534807402747,0.08085590608591049,532,332,77.96
545,545,[],1,1,32,2,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.0177102075282224,0.08517500745940138,546,333,99.39
546,546,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017457116490748416,0.08456726066189418,546,333,79.92
547,547,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016947797152884744,0.08245698873183939,534,332,80.75
548,548,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017024039910788623,0.08168692326989227,533,332,79.51
549,549,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01664850861178857,0.08054828867039168,532,332,79.73
550,550,[],1,1,32,2,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01769162806989112,0.08397494176243797,546,333,78.06
551,551,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017433756521836596,0.08312913116844531,546,333,77.52
552,552,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017466485234888467,0.08279895592783788,534,332,78.41
553,553,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017202266026345232,0.08235855381824776,533,332,76.84
554,554,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016659714868678184,0.08005776446219559,532,332,77.09
555,555,[],1,1,32,2,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017716249893695506,0.08502564094343275,546,333,115.87
556,556,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017489915806174476,0.08524720668043448,546,333,115.31
557,557,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016840583867620634,0.08134104462598742,534,332,115.69
558,558,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017219295830400858,0.08304401307967449,533,332,114.62
559,559,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.0165869714511924,0.07996551775637772,532,332,115.28
560,560,[],1,1,32,2,same,1,relu,False,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017627239899061304,0.08466754049799644,546,333,113.63
561,561,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01748514480236094,0.0854065326368311,546,333,112.6
562,562,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01701317785395915,0.08205044170849518,534,332,113.36
563,563,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.0172330434428302,0.08284633011770667,533,332,111.77
564,564,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016726019114708154,0.08118071980716637,532,332,113.27
565,565,[],1,1,32,2,same,1,relu,False,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01761632795235616,0.08478453722638916,546,333,111.55
566,566,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01751818933526559,0.08539848295825817,546,333,112.02
567,567,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016678888555413687,0.08195851907954889,534,332,135.81
568,568,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01714102838356703,0.08261641985357296,533,332,119.32
569,569,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,4,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01642372993202882,0.07985442069562365,532,332,118.03
570,570,[],1,1,32,2,same,1,relu,False,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017793740649826535,0.08670466293095133,546,333,157.25
571,571,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017576079887991355,0.08540722255378465,546,333,155.56
572,572,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017294397053897514,0.08485308573852639,534,332,155.68
573,573,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017210400051436512,0.08317588178853161,533,332,154.59
574,574,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,2,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.016750704448135985,0.08182681450251869,532,332,153.06
575,575,[],1,1,32,2,same,1,relu,False,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017954490956284916,0.08696842585141268,546,333,155.21
576,576,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017778130822370862,0.08531320099438967,546,333,149.81
577,577,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.01769749168796079,0.08585684614777472,534,332,151.08
578,578,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017343946838767325,0.08371446758866463,533,332,150.96
579,579,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,3,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017170443171789736,0.08499385258915818,532,332,150.31
580,580,[],1,1,32,2,same,1,relu,False,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017972853693488784,0.08733533610349051,546,333,150.2
581,581,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017826335056091176,0.0858400625861941,546,333,149.48
582,582,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017187758064514246,0.0819675416769161,534,332,172.94
583,583,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.017334510558535243,0.08341430200748207,533,332,159.16
584,584,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,4,False,3,haar,False,1,100,relu,0.2,100,relu,Adam,0.016795905273376918,0.08233096241261517,532,332,157.65
585,585,[],1,1,32,2,same,1,relu,False,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018043460766740904,0.08822659994759927,546,333,196.45
586,586,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017922285563687974,0.08810178721670096,546,333,194.02
587,587,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017482696911216816,0.08474649927631933,534,332,194.52
588,588,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017152448495050703,0.08371907928829592,533,332,194.95
589,589,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,2,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01688669132958765,0.08231357728647064,532,332,192.66
590,590,[],1,1,32,2,same,1,relu,False,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018013610272089475,0.08813841249323964,546,333,189.64
591,591,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01778750379349615,0.08720879141803616,546,333,190.04
592,592,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.018005739206530584,0.08743328448655448,534,332,189.69
593,593,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017196896807909597,0.08401274760946069,533,332,190.15
594,594,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,3,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.016977949004760087,0.08367131191059467,532,332,190.74
595,595,[],1,1,32,2,same,1,relu,False,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017985167980538487,0.0884435904308665,546,333,222.31
596,596,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,2,same,1,relu,False,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.017844450335671558,0.08597555131162121,546,333,197.36
597,597,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,2,same,1,relu,False,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01760915810763134,0.08530801768007801,534,332,196.58
598,598,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.01694694826140519,0.08285713085379949,533,332,196.74
599,599,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,2,same,1,relu,False,4,False,4,haar,False,1,100,relu,0.2,100,relu,Adam,0.016824908360161817,0.08247491219154131,532,332,192.85
600,600,[],1,1,32,3,same,1,relu,False,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017604283964013895,0.08432303285071943,546,333,80.61
601,601,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,3,same,1,relu,False,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017497391604459823,0.08465859415749254,546,333,80.6
602,602,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,3,same,1,relu,False,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016877943292811635,0.08110657672567365,534,332,81.04
603,603,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,3,same,1,relu,False,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017080999294795764,0.08171043957709473,533,332,80.42
604,604,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,3,same,1,relu,False,2,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01647319073264717,0.08110953434779292,532,332,80.62
605,605,[],1,1,32,3,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017643732698040766,0.08463721454035203,546,333,78.86
606,606,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,3,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017862154472160552,0.08477256925913167,546,333,78.59
607,607,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,3,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017199672469182612,0.08341484093895019,534,332,79.56
608,608,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,3,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017040207564260442,0.08159146652045421,533,332,78.69
609,609,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,3,same,1,relu,False,3,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016591906198620627,0.08237844574682206,532,332,79.43
610,610,[],1,1,32,3,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01765811125424554,0.08483086794222836,546,333,78.43
611,611,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,3,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017514505622128647,0.08568179892638851,546,333,78.01
612,612,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,3,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.01720612101829919,0.08308604432806152,534,332,79.05
613,613,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,3,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.017085266390102456,0.08198919911992691,533,332,78.27
614,614,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,3,same,1,relu,False,4,False,1,haar,False,1,100,relu,0.2,100,relu,Adam,0.016733054941908646,0.08079196568230632,532,332,78.66
615,615,[],1,1,32,3,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017707269121948047,0.08469424584382328,546,333,118.24
616,616,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,3,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01763985163747528,0.08568650370854453,546,333,143.16
617,617,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,3,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.01714433735248086,0.08169758969503055,534,332,124.94
618,618,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,3,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017105106808826362,0.08238825788784833,533,332,123.78
619,619,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",1,1,32,3,same,1,relu,False,2,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016616422026924788,0.08089946067918362,532,332,122.96
620,620,[],1,1,32,3,same,1,relu,False,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017821248319639514,0.08508393252015048,546,333,121.69
621,621,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",1,1,32,3,same,1,relu,False,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.017627905736898156,0.08418676185937948,546,333,119.72
622,622,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",1,1,32,3,same,1,relu,False,3,False,2,haar,False,1,100,relu,0.2,100,relu,Adam,0.016612890860030552,0.08069897483600733,534,332,120.05
