,counter,col_selection,HISTORY,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,CONV_ACTIVATION,CONV2,POOL_SIZE1,CONV_POOL2,STEP_FACTOR,OPEN_END,DEPTH,LSTM1,LSTM_ACTIVATION,DROPOUT,DENSE_UNITS,ACTIVATION2,OPTIMIZER,mse,mae,mre_3,mre_5,mre_10,train_samples,test_samples,train_time
308,308,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,5,same,1,relu,False,3,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.010431559384228305,0.057781417862706595,0.03715783458853107,0.04367167171100043,0.047522896351011444,2180,1580,94.86
309,309,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,64,5,same,1,relu,False,3,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.009727301585548959,0.06446041233061961,0.04229520029553807,0.050014948889916935,0.055438827212601335,4714,2677,166.95
310,310,[],5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.011359200399670318,0.05898256465819799,0.03875111895822093,0.04574140363636998,0.050405604842608594,4714,2677,142.32
311,311,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.010741359363034938,0.06065886681339304,0.03911456568035064,0.04582750807268583,0.049828115364529905,2263,1586,86.39
312,312,"['DR_REGENM_10', 'RI_REGENM_10']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.01155785314380702,0.06009937613227816,0.039509198909187186,0.046658020645415056,0.05146226183197471,4611,2667,143.92
313,313,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.011923284193873954,0.061500031294563634,0.040431954091725425,0.047724468776528486,0.052602576006805,4598,2504,155.45
314,314,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.010750772948533785,0.056424868381184545,0.036902769219649745,0.04350741095747832,0.047827878973724466,4444,2645,146.98
315,315,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.012385176054688004,0.061365592790923365,0.04056665239068139,0.047946729584970996,0.05292534552256759,4601,2671,162.38
316,316,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.010097525955884475,0.055261637169037287,0.03597780895527154,0.04230730971572772,0.0462841247728369,4599,2668,151.12
317,317,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.009787625813500301,0.05397424564667881,0.03508107572433617,0.041252689835769886,0.04518530143366992,4588,2668,170.17
318,318,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.011301864031134111,0.06151116679689636,0.03961841216555006,0.046497258580468576,0.050550537295648526,2180,1580,93.58
319,319,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",5,64,5,same,1,relu,False,5,True,121,False,1,100,relu,0.2,100,relu,0.0001,0.011221642496760584,0.06674116571193178,0.04358304450351397,0.051362111623284516,0.05655375234681436,4714,2677,163.32
320,320,[],3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00828091689343013,0.04620459667608631,0.030102051282995285,0.035521307482187826,0.03936889037601467,4841,2684,123.93
321,321,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009686223735346989,0.05389338090565832,0.03463589992666343,0.04048114278980087,0.04408410148182092,2419,1659,75.3
322,322,"['DR_REGENM_10', 'RI_REGENM_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00853697487358264,0.048099673258201886,0.03136915184002538,0.037001641490113216,0.04095792578068876,4746,2676,123.52
323,323,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009376819746036899,0.0517137993355329,0.03381713280915416,0.04010317589347088,0.04459976551260522,4731,2510,131.5
324,324,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008902032526948423,0.049157722396280884,0.03209087659306379,0.037904301095755044,0.04197272461589805,4586,2654,122.26
325,325,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008872806690504016,0.0496513967813786,0.032477717187189246,0.03836289144804183,0.04277990521219641,4732,2679,137.4
326,326,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00772215345444342,0.04656568283866342,0.029890995738959876,0.03489046506023349,0.03815216564385964,4729,2677,124.87
327,327,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008268086816803358,0.048002140111148034,0.031044643820545243,0.036372801248035797,0.039979941613986485,4719,2677,140.54
328,328,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009848671883186754,0.054706403110109866,0.03529731190425789,0.041267918409005774,0.045333427283597585,2338,1654,79.09
329,329,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.01193417442897961,0.07436485792824815,0.049148561851669034,0.058080965601984946,0.06440509005667457,4841,2684,138.81
330,330,[],3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008726310137417603,0.04965987293796729,0.032245827741854985,0.038062633698738135,0.042110741650864605,4841,2684,123.41
331,331,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.010436990849958801,0.05541557585267957,0.0356983103669924,0.0417877633752709,0.045520616613011565,2419,1659,75.07
332,332,"['DR_REGENM_10', 'RI_REGENM_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008877017934104062,0.049559953660290645,0.03224025675994224,0.038037909469244645,0.042243285009244576,4746,2676,123.67
333,333,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.010088868709346905,0.05458405266247428,0.035649139711381485,0.04205973021524361,0.04669456507835488,4731,2510,135.55
334,334,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009387708726321553,0.05228075531902123,0.03412823714138502,0.040190802878012334,0.044431919776834486,4586,2654,124.58
335,335,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009552688509717907,0.052008604211623954,0.034007942485802134,0.04010058818119604,0.044312267836989126,4732,2679,137.55
336,336,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008141147824091768,0.04874828851998522,0.03136182856815835,0.036676500237090626,0.04017797259744443,4729,2677,125.0
337,337,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00874726802186953,0.0510209064017577,0.03302088241606286,0.03871520438761044,0.04246837691726592,4719,2677,141.05
338,338,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.010481855566227542,0.058611489085363094,0.03772359681099703,0.044316409091028776,0.048510206373026096,2338,1654,79.3
339,339,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.01165756735229485,0.0722133386945369,0.04777545652191079,0.05646653284826118,0.06288817167706277,4841,2684,140.0
340,340,[],3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008424055107847512,0.045371769239610754,0.02970781513060295,0.03512887711260612,0.039137173192101825,4841,2684,124.92
341,341,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.00995288771388299,0.05418339436327112,0.03497854652462318,0.04101188732604311,0.044978826358948815,2419,1659,75.32
342,342,"['DR_REGENM_10', 'RI_REGENM_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008594148158720685,0.04628220864376719,0.030275822178641186,0.035750930386779435,0.039686197197816866,4746,2676,124.4
343,343,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.00909598239855847,0.04893784823275024,0.03200465191115527,0.03774330945297642,0.04186689674026052,4731,2510,132.08
344,344,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008482080122117335,0.04645855310933686,0.030336487275200563,0.03577890150570996,0.03973085585674701,4586,2654,122.54
345,345,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009027095042774547,0.049105953250991166,0.032114425909915964,0.03785479946081758,0.04202692474787111,4732,2679,138.07
346,346,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007574543224754147,0.0443307876319215,0.028552164453688012,0.033383135257962375,0.03665167993402654,4729,2677,124.63
347,347,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007933922782464693,0.04548375537363243,0.02932308263298215,0.034278673335063375,0.037678398864776,4719,2677,139.9
348,348,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.010072031109903422,0.056359786250345996,0.0361548363955128,0.042377350330878784,0.046375542415107614,2338,1654,78.55
349,349,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,32,3,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.00985899471038397,0.059851902032308925,0.03879338308302666,0.04557690885951213,0.05023387751995541,4841,2684,137.84
350,350,[],3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008794861560330491,0.04758117851088152,0.030942606491671878,0.036486093088726405,0.040458830817631346,4841,2684,123.98
351,351,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.01048551395254041,0.05504801266105233,0.03556088239898099,0.04173786313241457,0.04582674378380628,2419,1659,75.52
352,352,"['DR_REGENM_10', 'RI_REGENM_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009010033437896966,0.04801424105034324,0.031286351282224595,0.036908961709497305,0.040978618251361974,4746,2676,123.92
353,353,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009598188462923301,0.05130501350302329,0.03344776775091074,0.03944458823354176,0.04371951418813198,4731,2510,131.79
354,354,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008939066909373523,0.04774301862717667,0.031029053610252447,0.03649920535343136,0.040428273996396966,4586,2654,121.8
355,355,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009729750819480621,0.05134799616110908,0.033692391672973596,0.03975245897906695,0.044158128220682685,4732,2679,137.11
356,356,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.007807932545220199,0.04445919392152495,0.02858261242265737,0.033398189824839004,0.03664262135955047,4729,2677,124.49
357,357,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008187780589755538,0.04653180999656466,0.02997901461556557,0.03507928551363167,0.03854130055639393,4719,2677,139.2
358,358,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.010364166496849996,0.05461150427625194,0.035243829202097315,0.041241755509054276,0.04510520044811723,2338,1654,79.29
359,359,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,32,3,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.011858349791490582,0.07274312151421808,0.047609140320596724,0.05641780064127882,0.062328312035401075,4841,2684,139.27
360,360,[],3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008472664484878028,0.04742867785666305,0.030967481054756125,0.03656035228482459,0.040664891321433305,4841,2684,125.57
361,361,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009629090592333647,0.053882346785784775,0.03475913414025124,0.04083349223235316,0.04486331323094171,2419,1659,76.23
362,362,"['DR_REGENM_10', 'RI_REGENM_10']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008806954127712506,0.0492728006795868,0.032168373946033176,0.037991531961558675,0.04198998810087663,4746,2676,123.21
363,363,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00946391569411365,0.0515678548168368,0.03371058211216397,0.03978987439038969,0.04413727334062369,4731,2510,133.41
364,364,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008947966171240957,0.05008758053989966,0.03275977340245621,0.0386229875309054,0.04285681401565699,4586,2654,124.36
365,365,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009010106796225227,0.05056320551688327,0.033049712032886876,0.03908566167056468,0.04352350548711444,4732,2679,137.99
366,366,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00786341560641201,0.046512887669121004,0.029967860128586286,0.03515487265739148,0.03860477472377551,4729,2677,126.9
367,367,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008444727466770443,0.050579747688674494,0.03275263412598493,0.03840787348782382,0.042311158625903574,4719,2677,141.52
368,368,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00931840021516019,0.05445844688209812,0.03488132842995808,0.040819914848158986,0.04455583059782291,2338,1654,79.81
369,369,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.001,0.01097385229291114,0.06216843670786733,0.041160531607689226,0.048626250576469854,0.054586246477527474,4841,2684,138.7
370,370,[],3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008434981978796219,0.048163021428031916,0.031347619013806366,0.036936516902380055,0.040869715077707,4841,2684,124.26
371,371,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.010118620681975807,0.05439335301843286,0.03501294788894245,0.040985915779863706,0.04469871569933421,2419,1659,75.35
372,372,"['DR_REGENM_10', 'RI_REGENM_10']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00860552231808883,0.04904718749214311,0.03182362105217956,0.03751496615996754,0.041550994425637026,4746,2676,123.86
373,373,"['U_BOOL_10', 'T_DRYB_10', 'TN_10CM_PAST_6H_10', 'T_DEWP_10', 'TN_DRYB_10', 'T_WETB_10', 'TX_DRYB_10', 'U_10']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.010083102675357551,0.056378370562592976,0.03680957820207562,0.04341770015933406,0.04815976402884751,4731,2510,131.72
374,374,"['P_NAP_MSL_10', 'VV_10', 'AH_10', 'MOR_10']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.009181614968581098,0.05047990510194128,0.03281529897967636,0.03863993958634192,0.04277349441767179,4586,2654,122.61
375,375,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.00946936942049663,0.051815270813863265,0.03378017317762587,0.03981218692113464,0.044061045844976325,4732,2679,137.79
376,376,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008200050640175535,0.04816616812127544,0.03106967080467312,0.03631795748206923,0.03978218359605694,4729,2677,125.22
377,377,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.008673159954366736,0.04992944998348286,0.03224725377382689,0.03780291002876759,0.04130054340924642,4719,2677,140.47
378,378,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', '181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.010370099113514088,0.057439498733240925,0.037005322468057635,0.04320724339735228,0.047261133049797156,2338,1654,78.68
379,379,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,32,5,same,1,relu,False,5,False,121,False,1,100,relu,0.2,100,relu,0.001,0.016242239304557628,0.10041972318503731,0.06658564252865115,0.07837603284218445,0.08603865342350583,4841,2684,138.72
380,380,[],3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008529727941202632,0.046406138682661524,0.03038539453287173,0.03591036963597346,0.03993295402416175,4841,2684,124.65
381,381,"['181', '192', '226', '262', '288', '317', '373', '380', '532']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.009845724110409678,0.05216868161748205,0.03358665978401465,0.039248990277560944,0.042709289343664254,2419,1659,75.7
382,382,"['DR_REGENM_10', 'RI_REGENM_10']",3,32,5,same,1,relu,False,3,False,121,False,1,100,relu,0.2,100,relu,0.0001,0.008639854422971164,0.04666633067763899,0.03055742970119562,0.0360828790166786,0.040088594958670946,4746,2676,124.65
