,counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,DENSE_UNITS,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,mre_3,train_samples,test_samples,train_time
144,144,[],5,1,3,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019330215614672443,0.08349348825056105,0.05605934341589409,8905,5056,896.09
145,145,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019851111086744082,0.08324299258770045,0.055926659323605826,8697,5045,990.93
146,146,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018982946163930422,0.0808063445378098,0.05405378937559158,8690,5040,929.41
147,147,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018407622084682558,0.08002114202839121,0.053561261992062126,8670,5040,976.09
148,148,[],5,1,3,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.020190103113447204,0.08446786461691724,0.05676517050334738,8905,5056,899.06
149,149,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.019920977005848384,0.08387406070875844,0.0563921618358897,8697,5045,966.89
150,150,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.019724251126666762,0.08317073274511191,0.05575521646695885,8690,5040,932.56
151,151,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.01900560046257081,0.08265828289534047,0.055211793946739064,8670,5040,993.67
152,152,[],5,1,4,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.06224555027890752,0.1463070031275352,0.10043289088712876,8905,5056,1272.63
153,153,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.062190867948361456,0.14604020680934704,0.10026489421783001,8697,5045,1398.4
154,154,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019263933964407464,0.08239948813527036,0.05527500140511828,8690,5040,1347.39
155,155,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.02000335276713581,0.08427443876426763,0.056669906123962756,8670,5040,1208.52
156,156,[],5,1,4,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.02121339080837015,0.0867893813889558,0.05853481000063873,8905,5056,1123.98
157,157,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.02104160292621663,0.08587725962728324,0.05796847620445046,8697,5045,1278.74
158,158,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.06205161150914237,0.1457839483222074,0.10008844117985,8690,5040,1319.95
159,159,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.0621922957727251,0.1460289703107724,0.10025870277776096,8670,5040,1296.81
